name,full_name,description,language,created_at,updated_at,stargazers_count,forks_count,open_issues_count
Weather-App,BilgeGates/Weather-App,"With ""Weather App"" you can get information about the weather of any city.",JavaScript,2023-06-08T11:47:28+00:00,2024-06-15T12:25:56+00:00,0,0,1
