name,full_name,description,language,created_at,updated_at,stargazers_count,forks_count,open_issues_count
Hack-A-Project-20,cwlroda/Hack-A-Project-20,,Swift,2020-02-24T21:08:50+00:00,2020-02-29T18:00:15+00:00,0,0,21
