name,full_name,description,language,created_at,updated_at,stargazers_count,forks_count,open_issues_count
Gradient-Color-Generator,BilgeGates/Gradient-Color-Generator,"The ""Gradient Color Generator"" project is a website created using HTML, CSS, and JavaScript",CSS,2024-06-13T17:44:40+00:00,2024-06-13T17:53:07+00:00,0,0,0
